source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[biological replicate]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[instrument]	comment[platform]	comment[panel name]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[olink panel]	comment[olink platform]	comment[npx normalization]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]
PAD000055-3815_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3815	46	study sample	blood plasma	PAD000055-r00046-3815_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3604_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3604	47	study sample	blood plasma	PAD000055-r00047-3604_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3659_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3659	48	study sample	blood plasma	PAD000055-r00048-3659_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3509_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3509	49	study sample	blood plasma	PAD000055-r00049-3509_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3737_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3737	50	study sample	blood plasma	PAD000055-r00050-3737_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3793_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3793	51	study sample	blood plasma	PAD000055-r00051-3793_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3755_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3755	52	study sample	blood plasma	PAD000055-r00052-3755_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3575_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3575	53	study sample	blood plasma	PAD000055-r00053-3575_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3452_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3452	54	study sample	blood plasma	PAD000055-r00054-3452_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-1623_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	1623	55	study sample	blood plasma	PAD000055-r00055-1623_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3733_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3733	56	study sample	blood plasma	PAD000055-r00056-3733_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3472_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3472	57	study sample	blood plasma	PAD000055-r00057-3472_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3507_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3507	58	study sample	blood plasma	PAD000055-r00058-3507_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3726_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3726	59	study sample	blood plasma	PAD000055-r00059-3726_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3682_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3682	60	study sample	blood plasma	PAD000055-r00060-3682_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3765_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3765	61	study sample	blood plasma	PAD000055-r00061-3765_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3601_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3601	62	study sample	blood plasma	PAD000055-r00062-3601_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3895_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3895	63	study sample	blood plasma	PAD000055-r00063-3895_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3964_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3964	64	study sample	blood plasma	PAD000055-r00064-3964_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3432_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3432	65	study sample	blood plasma	PAD000055-r00065-3432_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3747_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3747	66	study sample	blood plasma	PAD000055-r00066-3747_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3760_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3760	67	study sample	blood plasma	PAD000055-r00067-3760_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3818_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3818	68	study sample	blood plasma	PAD000055-r00068-3818_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3615_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3615	69	study sample	blood plasma	PAD000055-r00069-3615_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3787_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3787	70	study sample	blood plasma	PAD000055-r00070-3787_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3542_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3542	71	study sample	blood plasma	PAD000055-r00071-3542_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3517_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3517	72	study sample	blood plasma	PAD000055-r00072-3517_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3488_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3488	73	study sample	blood plasma	PAD000055-r00073-3488_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3812_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3812	74	study sample	blood plasma	PAD000055-r00074-3812_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3802_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3802	75	study sample	blood plasma	PAD000055-r00075-3802_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3637_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3637	76	study sample	blood plasma	PAD000055-r00076-3637_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3771_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3771	77	study sample	blood plasma	PAD000055-r00077-3771_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3810_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3810	78	study sample	blood plasma	PAD000055-r00078-3810_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3692_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3692	79	study sample	blood plasma	PAD000055-r00079-3692_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3828_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3828	80	study sample	blood plasma	PAD000055-r00080-3828_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3784_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3784	81	study sample	blood plasma	PAD000055-r00081-3784_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3855_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3855	82	study sample	blood plasma	PAD000055-r00082-3855_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3847_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3847	83	study sample	blood plasma	PAD000055-r00083-3847_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3917_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3917	84	study sample	blood plasma	PAD000055-r00084-3917_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3899_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3899	85	study sample	blood plasma	PAD000055-r00085-3899_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3599_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3599	86	study sample	blood plasma	PAD000055-r00086-3599_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3500_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3500	87	study sample	blood plasma	PAD000055-r00087-3500_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3906_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3906	88	study sample	blood plasma	PAD000055-r00088-3906_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3845_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3845	89	study sample	blood plasma	PAD000055-r00089-3845_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3729_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3729	90	study sample	blood plasma	PAD000055-r00090-3729_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 2 plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
