source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[biological replicate]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[instrument]	comment[platform]	comment[panel name]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[olink panel]	comment[olink platform]	comment[npx normalization]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]
PAD000055-3525_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3525	11	study sample	blood plasma	PAD000055-r00011-3525_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 1	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3533_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3533	12	study sample	blood plasma	PAD000055-r00012-3533_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 1	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3886_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3886	13	study sample	blood plasma	PAD000055-r00013-3886_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 1	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3725_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3725	14	study sample	blood plasma	PAD000055-r00014-3725_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 1	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3721_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3721	15	study sample	blood plasma	PAD000055-r00015-3721_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 1	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3830_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3830	16	study sample	blood plasma	PAD000055-r00016-3830_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 1	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3485_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3485	17	study sample	blood plasma	PAD000055-r00017-3485_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 1	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3739_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3739	18	study sample	blood plasma	PAD000055-r00018-3739_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 1	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3551_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3551	19	study sample	blood plasma	PAD000055-r00019-3551_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 1	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3649_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3649	20	study sample	blood plasma	PAD000055-r00020-3649_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 1	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3510_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3510	21	study sample	blood plasma	PAD000055-r00021-3510_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 1	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3669_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3669	22	study sample	blood plasma	PAD000055-r00022-3669_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 1	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3710_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3710	23	study sample	blood plasma	PAD000055-r00023-3710_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 1	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3557_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3557	24	study sample	blood plasma	PAD000055-r00024-3557_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3462_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3462	25	study sample	blood plasma	PAD000055-r00025-3462_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3965_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3965	26	study sample	blood plasma	PAD000055-r00026-3965_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3723_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3723	27	study sample	blood plasma	PAD000055-r00027-3723_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3740_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3740	28	study sample	blood plasma	PAD000055-r00028-3740_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3962_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3962	29	study sample	blood plasma	PAD000055-r00029-3962_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3455_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3455	30	study sample	blood plasma	PAD000055-r00030-3455_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3708_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3708	31	study sample	blood plasma	PAD000055-r00031-3708_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3217_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3217	32	study sample	blood plasma	PAD000055-r00032-3217_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3841_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3841	33	study sample	blood plasma	PAD000055-r00033-3841_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3586_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3586	34	study sample	blood plasma	PAD000055-r00034-3586_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3460_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3460	35	study sample	blood plasma	PAD000055-r00035-3460_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3869_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3869	36	study sample	blood plasma	PAD000055-r00036-3869_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3661_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3661	37	study sample	blood plasma	PAD000055-r00037-3661_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3449_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3449	38	study sample	blood plasma	PAD000055-r00038-3449_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3612_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3612	39	study sample	blood plasma	PAD000055-r00039-3612_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3736_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3736	40	study sample	blood plasma	PAD000055-r00040-3736_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3879_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3879	41	study sample	blood plasma	PAD000055-r00041-3879_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3548_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3548	42	study sample	blood plasma	PAD000055-r00042-3548_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3709_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3709	43	study sample	blood plasma	PAD000055-r00043-3709_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3514_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3514	44	study sample	blood plasma	PAD000055-r00044-3514_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000055-3711_NC20_403	Homo sapiens	blood plasma	not available	not available	not available	adult	3711	45	study sample	blood plasma	PAD000055-r00045-3711_NC20_403	protein expression profiling by antibody array	1	NICOE_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000055/NICOE_npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	nicoe run 1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
